,price,mileage,model
249,4950,46985.0,mpv
250,2630,43152.0,doors
251,3140,34318.0,doors
252,4310,105486.0,door
253,26012,19850.0,door
254,3330,87448.0,mpv
255,11200,8395.0,mpv
256,4730,30121.0,mpv
257,3210,25255.0,doors
258,25503,18647.0,f-150
259,3900,47970.0,doors
260,11200,12905.0,mpv
261,8610,22123.0,mpv
262,10840,36596.0,mpv
263,11050,30421.0,door
264,1000,135675.0,door
265,3570,17355.0,door
266,25001,27773.0,door
267,5630,58366.0,mpv
268,11100,11229.0,mpv
269,4650,27492.0,mpv
270,3820,41654.0,mpv
271,2900,31954.0,doors
272,4700,93423.0,door
273,29502,14053.0,f-150
274,6160,25956.0,door
275,10910,12253.0,mpv
276,3440,34895.0,doors
277,3810,39408.0,door
278,3020,33599.0,doors
279,3870,185983.0,door
280,24811,28464.0,door
281,5420,16702.0,doors
282,11100,11449.0,mpv
283,4750,25847.0,mpv
284,17900,49772.0,door
285,3800,83915.0,door
286,3160,40306.0,doors
287,1200,149543.0,door
288,26400,36295.0,door
289,6900,44129.0,mpv
290,11030,10861.0,mpv
291,3460,142106.0,door
292,18000,82411.0,door
293,3250,111612.0,door
294,3210,35251.0,doors
295,13200,50408.0,door
296,27705,15630.0,f-150
297,7200,53273.0,door
298,28714,14786.0,f-150
299,11200,85315.0,door
300,27502,16146.0,f-150
301,11900,76211.0,door
302,29314,15265.0,f-150
303,11200,79965.0,door
304,27002,16059.0,f-150
305,13200,62739.0,door
306,28214,15569.0,f-150
307,12700,58932.0,door
308,29900,17488.0,f-150
309,12700,60733.0,door
310,27202,18550.0,f-150
311,27705,17644.0,f-150
312,29900,17684.0,f-150
313,4500,83279.0,door
314,27705,16600.0,f-150
315,8000,107971.0,door
316,25511,17801.0,f-150
317,29900,17159.0,f-150
318,27502,17983.0,f-150
319,4500,119981.0,door
320,27402,17851.0,f-150
321,26602,18174.0,f-150
322,29900,18759.0,f-150
323,28500,18901.0,f-150
324,8000,86541.0,door
325,29809,21157.0,f-150
326,26902,23964.0,f-150
327,10950,58504.0,door
328,27402,20154.0,f-150
329,25600,23294.0,f-150
330,27702,20343.0,f-150
331,27102,19100.0,f-150
332,27102,20014.0,f-150
333,25811,21774.0,f-150
334,26602,21201.0,f-150
335,27102,21766.0,f-150
336,27202,24730.0,f-150
337,26602,25009.0,f-150
338,21500,23765.0,door
339,27200,25508.0,f-150
340,21500,14907.0,door
341,18511,12735.0,fusion
342,29000,17940.0,door
343,13300,37125.0,door
344,18111,15805.0,fusion
345,14000,38458.0,door
346,21700,34420.0,door
347,13500,46497.0,door
348,25900,32984.0,door
349,35300,75506.0,door
350,13500,39951.0,door
351,25900,33588.0,door
352,25800,10103.0,door
353,17000,26474.0,door
354,12800,40253.0,door
355,24400,48705.0,door
356,7400,91299.0,door
357,33100,81614.0,door
358,36800,32332.0,door
359,22500,66640.0,door
360,14500,122018.0,door
361,19700,27593.0,door
362,9400,24009.0,door
363,17000,27927.0,door
364,14000,135127.0,door
365,5100,96314.0,door
366,4100,89152.0,door
367,7200,114660.0,door
368,3000,120667.0,door
369,33000,67620.0,door
370,13400,86031.0,door
371,9100,54655.0,door
372,8600,57825.0,door
373,22000,58856.0,door
374,15500,79506.0,door
375,3300,85301.0,door
376,3300,131791.0,door
377,10800,80516.0,door
378,8000,78800.0,door
379,3000,111856.0,door
380,25000,80946.0,door
381,4200,102500.0,door
382,22700,90944.0,door
383,10500,112267.0,door
384,6700,139394.0,door
385,14200,82543.0,door
386,11400,91638.0,door
387,6500,83173.0,door
388,11500,94356.0,door
389,23800,85792.0,door
390,8900,129068.0,door
391,3500,78198.0,door
392,8300,99015.0,door
393,16500,27327.0,caravan
394,14500,30229.0,journey
395,16300,38922.0,caravan
396,8600,165836.0,door
397,28800,19235.0,durango
398,14300,19164.0,journey
399,13700,54106.0,caravan
400,18500,14870.0,journey
401,19000,32294.0,door
402,12500,59924.0,journey
403,13000,52079.0,caravan
404,13000,54960.0,caravan
405,3000,80099.0,door
406,17500,23987.0,caravan
407,7900,84144.0,door
408,8900,85639.0,door
409,11500,50193.0,caravan
410,6500,74392.0,journey
411,8000,76117.0,door
412,8350,90685.0,journey
413,14500,82240.0,door
414,6200,66167.0,door
415,7500,144220.0,door
416,20200,24722.0,caravan
417,29300,41198.0,durango
418,31000,26353.0,durango
419,32400,28280.0,durango
420,5800,130120.0,door
421,26900,5775.0,journey
422,15700,38128.0,journey
423,15200,41636.0,caravan
424,6100,70296.0,door
425,20000,11346.0,journey
426,3000,107593.0,door
427,18200,50639.0,door
428,17000,32937.0,caravan
429,25300,23095.0,door
430,14900,34432.0,journey
431,15000,48162.0,caravan
432,12995,68310.0,doors
433,17750,48000.0,doors
434,10295,105962.0,doors
435,16995,96575.0,doors
436,25000,13239.0,doors
437,23995,24934.0,doors
438,14900,46859.0,doors
439,15810,44468.0,doors
440,20227,62230.0,doors
441,20999,37082.0,doors
442,22499,23964.0,doors
443,23495,11204.0,doors
444,25250,7608.0,doors
445,15322,49982.0,doors
446,5800,111628.0,journey
447,29000,15927.0,door
448,17000,36299.0,caravan
449,13800,28469.0,journey
450,30000,29086.0,durango
451,14800,35991.0,caravan
452,8500,62224.0,journey
453,9800,86500.0,door
454,4200,144725.0,door
455,7100,55749.0,door
456,30700,20328.0,durango
457,3000,149332.0,door
458,26500,28551.0,durango
459,5100,88398.0,door
460,24000,30161.0,durango
461,24500,25780.0,durango
462,24500,25032.0,durango
463,6500,72248.0,door
464,24000,30630.0,durango
465,18000,86125.0,door
466,24000,30408.0,durango
467,23500,35443.0,durango
468,25900,32724.0,durango
469,13900,45089.0,caravan
470,14200,35948.0,journey
471,15400,41601.0,caravan
472,17500,18271.0,caravan
473,18000,9476.0,caravan
474,25200,80899.0,door
475,14100,57394.0,caravan
476,13300,42190.0,caravan
477,16200,22591.0,caravan
478,13300,48681.0,caravan
479,13100,42621.0,caravan
480,15500,27761.0,caravan
481,28400,14355.0,durango
482,17400,9467.0,caravan
483,6000,122837.0,door
484,14000,14750.0,journey
485,17200,13944.0,journey
486,15000,26922.0,door
487,17500,12690.0,journey
488,16300,28289.0,caravan
489,15700,38041.0,caravan
490,10000,52386.0,journey
491,14900,39515.0,caravan
492,16700,22074.0,journey
493,16300,28782.0,caravan
494,25800,30092.0,durango
495,16800,28981.0,journey
496,15500,32865.0,journey
497,6000,117258.0,door
498,26900,16397.0,durango
499,16900,16176.0,caravan
500,19500,1091.0,caravan
501,15400,17472.0,caravan
502,2300,123882.0,door
503,34000,19695.0,durango
504,13700,51041.0,journey
505,11800,18138.0,journey
506,27500,23987.0,durango
507,26900,17160.0,durango
508,27100,26929.0,durango
509,27200,25815.0,durango
510,9000,81992.0,caravan
511,7700,62683.0,door
512,19000,12123.0,caravan
513,8400,107822.0,door
514,19500,10221.0,caravan
515,7000,95278.0,door
516,4900,96922.0,door
517,20800,72594.0,door
518,28500,17896.0,durango
519,21900,11088.0,caravan
520,15800,29567.0,caravan
521,33000,15655.0,durango
522,30700,26503.0,durango
523,13750,128556.0,caravan
524,16400,23369.0,caravan
525,19500,8767.0,caravan
526,15100,48319.0,caravan
527,28500,15275.0,durango
528,15300,33826.0,caravan
529,16700,21203.0,journey
530,34100,17909.0,durango
531,14600,41126.0,caravan
532,18200,14098.0,caravan
533,33800,15003.0,durango
534,15900,29105.0,journey
535,16500,34794.0,caravan
536,29600,20034.0,durango
537,14100,46942.0,caravan
538,18200,14753.0,caravan
539,18200,14359.0,caravan
540,15400,20944.0,journey
541,19000,9877.0,journey
542,19000,8949.0,journey
543,18200,18291.0,journey
544,15000,38029.0,journey
545,19200,32593.0,caravan
546,15500,37352.0,caravan
547,15500,30671.0,journey
548,18400,15027.0,journey
549,14700,29115.0,caravan
550,3900,93604.0,door
551,5200,100203.0,door
552,17200,35401.0,caravan
553,18700,20279.0,caravan
554,32000,26090.0,durango
555,14500,107924.0,door
556,19400,14906.0,caravan
557,17300,34407.0,caravan
558,16700,18049.0,journey
559,19100,18132.0,caravan
560,11100,109176.0,door
561,32000,25456.0,durango
562,16900,38375.0,caravan
563,17800,30403.0,caravan
564,18000,28252.0,caravan
565,17500,31904.0,caravan
566,14500,24336.0,caravan
567,18500,23961.0,caravan
568,18600,22919.0,caravan
569,32000,22863.0,durango
570,17000,38817.0,caravan
571,16000,48854.0,caravan
572,18000,27288.0,caravan
573,6200,99988.0,door
574,3700,84109.0,door
575,24000,88539.0,door
576,18500,101017.0,door
577,26800,21309.0,durango
578,21000,10350.0,caravan
579,33500,8605.0,durango
580,21000,10170.0,caravan
581,26800,22272.0,durango
582,33000,10930.0,durango
583,11000,73552.0,caravan
584,15800,37107.0,caravan
585,16300,36993.0,caravan
586,2700,67133.0,door
587,12800,33580.0,caravan
588,9700,94140.0,door
589,18300,10447.0,journey
590,21000,6269.0,caravan
591,3700,98699.0,door
592,33000,10631.0,durango
593,14700,44381.0,caravan
594,33000,13960.0,durango
595,15900,14051.0,caravan
596,33000,20800.0,durango
597,33000,8873.0,durango
598,32500,15502.0,durango
599,33000,9669.0,durango
600,13000,50873.0,caravan
601,33000,14117.0,durango
602,33000,7247.0,durango
603,33500,9023.0,durango
604,48000,8047.0,durango
605,54500,3966.0,durango
606,13200,41014.0,caravan
607,31500,20907.0,durango
608,17400,89795.0,durango
609,26000,57158.0,durango
610,11000,83976.0,door
611,5500,60707.0,door
612,7500,40110.0,door
613,15800,28038.0,caravan
614,16900,26643.0,journey
615,25000,36127.0,durango
616,15600,29926.0,caravan
617,23800,36750.0,durango
618,16800,27312.0,journey
619,22700,49575.0,durango
620,25500,32474.0,durango
621,22800,36203.0,durango
622,18200,29602.0,caravan
623,25700,31447.0,durango
624,15700,39148.0,caravan
625,17500,33495.0,journey
626,15700,35274.0,caravan
627,16500,48745.0,caravan
628,16100,31297.0,caravan
629,15600,38745.0,caravan
630,15400,37704.0,caravan
631,28200,27060.0,durango
632,15300,40002.0,caravan
633,15900,34930.0,caravan
634,17700,22863.0,door
635,15800,36876.0,caravan
636,15900,34264.0,caravan
637,16300,27071.0,caravan
638,29500,14656.0,durango
639,14500,35652.0,caravan
640,15400,30055.0,caravan
641,15400,43088.0,caravan
642,15100,33641.0,caravan
643,15000,34797.0,caravan
644,15500,43943.0,caravan
645,15000,35744.0,caravan
646,15200,31542.0,caravan
647,15700,26899.0,caravan
648,16100,29985.0,journey
649,16300,37009.0,journey
650,16000,30731.0,journey
651,16900,30062.0,journey
652,17000,28295.0,journey
653,17300,25534.0,journey
654,15900,29716.0,journey
655,15700,34294.0,journey
656,16900,27643.0,journey
657,15500,35516.0,journey
658,15100,40674.0,journey
659,15500,32494.0,journey
660,15400,35047.0,journey
661,16500,32898.0,journey
662,16600,23132.0,journey
663,15200,37174.0,journey
664,15800,34023.0,journey
665,16900,30021.0,journey
666,11100,51469.0,caravan
667,15600,31237.0,journey
668,16900,30186.0,journey
669,15300,41956.0,journey
670,16600,30727.0,journey
671,21800,38956.0,durango
672,26300,26462.0,durango
673,14500,40417.0,caravan
674,23000,30309.0,durango
675,15000,42303.0,journey
676,15000,35326.0,journey
677,28500,92100.0,door
678,28000,99375.0,door
679,9000,72418.0,door
680,28700,29733.0,doors
681,25000,119439.0,door
682,17347,54396.0,doors
683,13800,91606.0,door
684,25888,2807.0,doors
685,8500,78739.0,fusion
686,21289,71955.0,doors
687,17999,48472.0,doors
688,2700,98470.0,door
689,30977,28937.0,doors
690,13799,83693.0,doors
691,9900,205796.0,door
692,9200,71478.0,fusion
693,17700,119520.0,door
694,18300,10882.0,fusion
695,15200,69003.0,door
696,12300,24520.0,fusion
697,4200,104383.0,door
698,14300,6975.0,fusion
699,13200,100820.0,door
700,6200,142286.0,door
701,6500,60015.0,door
702,1500,126381.0,door
703,2200,128753.0,door
704,4200,0.0,door
705,3200,111532.0,door
706,9000,149346.0,door
707,33000,36004.0,door
708,23300,10935.0,f-150
709,11975,122014.0,door
710,30900,401.0,f-150
711,40400,34100.0,f-150
712,16200,41662.0,fusion
713,24300,6290.0,f-150
714,39000,25839.0,f-150
715,38000,33701.0,f-150
716,17000,67542.0,door
717,23200,8652.0,f-150
718,38000,47866.0,door
719,23200,9490.0,f-150
720,13800,39027.0,door
721,23200,8737.0,f-150
722,40000,23960.0,door
723,23400,5562.0,f-150
724,23000,10444.0,f-150
725,25500,41696.0,door
726,29900,9167.0,door
727,50500,24686.0,f-150
728,6000,180471.0,door
729,36000,20047.0,door
730,30500,57936.0,door
731,35200,38830.0,door
732,30300,31899.0,f-150
733,25000,69305.0,door
734,26500,46098.0,door
735,9000,40437.0,door
736,19500,80354.0,door
737,20500,51441.0,door
738,17500,92500.0,door
739,26000,66367.0,door
740,56700,13884.0,f-150
741,5000,202565.0,door
742,40200,26484.0,f-150
743,54000,703.0,door
744,22500,43646.0,door
745,8300,138328.0,door
746,21000,95386.0,door
747,19300,23740.0,fusion
748,16400,36064.0,fusion
749,27300,18805.0,f-150
750,41500,9800.0,f-150
751,28600,17544.0,f-150
752,29000,12953.0,f-150
753,39500,25071.0,f-150
754,33100,33538.0,f-150
755,30500,9915.0,f-150
756,16800,9910.0,fusion
757,24000,16765.0,f-150
758,55000,43964.0,door
759,28800,40785.0,f-150
760,26800,108998.0,door
761,30200,21703.0,f-150
762,16400,10351.0,f-150
763,17000,1117.0,fusion
764,24800,37279.0,door
765,26800,30113.0,door
766,19400,27570.0,door
767,7000,149712.0,door
768,18200,9861.0,fusion
769,14200,1751.0,fusion
770,56500,30629.0,door
771,43500,80699.0,f-150
772,12800,38639.0,door
773,12500,31871.0,door
774,21500,76876.0,f-150
775,17300,28070.0,fusion
776,13000,42890.0,door
777,46300,47531.0,door
778,6000,57345.0,door
779,22800,67546.0,door
780,20000,63445.0,door
781,18500,45887.0,door
782,11000,84752.0,door
783,32000,17242.0,f-150
784,8900,77392.0,door
785,8900,70181.0,door
786,45000,57929.0,f-150
787,40200,10028.0,f-150
788,5000,136307.0,door
789,4000,102590.0,door
790,29000,90855.0,door
791,7805,64495.0,door
792,33000,73849.0,door
793,16900,47866.0,door
794,25500,49177.0,f-150
795,25000,15003.0,f-150
796,40000,12247.0,f-150
797,26000,1.0,f-150
798,29500,10808.0,f-150
799,23000,11263.0,f-150
800,25500,42307.0,f-150
801,44500,17484.0,f-150
802,23100,9539.0,f-150
803,37000,2384.0,f-150
804,14500,20590.0,fusion
805,23000,13896.0,f-150
806,26500,9451.0,f-150
807,18000,31657.0,fusion
808,31000,10028.0,f-150
809,2000,175640.0,door
810,43600,15141.0,f-150
811,22600,18431.0,f-150
812,26000,9604.0,f-150
813,23200,9516.0,f-150
814,29000,9718.0,f-150
815,22800,16506.0,f-150
816,31000,11028.0,f-150
817,22900,11313.0,f-150
818,28000,12886.0,f-150
819,23200,9556.0,f-150
820,27000,13269.0,f-150
821,22800,16770.0,f-150
822,31500,13526.0,f-150
823,28000,11437.0,f-150
824,28000,5440.0,f-150
825,24900,13035.0,f-150
826,36000,30002.0,f-150
827,28700,13673.0,f-150
828,16000,24480.0,fusion
829,31000,13230.0,f-150
830,16500,137789.0,f-150
831,28500,13516.0,f-150
832,28500,11763.0,f-150
833,31000,13458.0,f-150
834,7800,104867.0,door
835,28500,14004.0,f-150
836,9500,69829.0,door
837,28500,13405.0,f-150
838,14500,96151.0,door
839,25000,12688.0,f-150
840,14500,116519.0,door
841,28500,12260.0,f-150
842,12100,29367.0,door
843,29400,18982.0,f-150
844,24700,23795.0,f-150
845,8700,76572.0,door
846,29500,15964.0,f-150
847,25800,28117.0,f-150
848,17500,116730.0,door
849,23900,21055.0,f-150
850,22900,27794.0,f-150
851,29500,16625.0,f-150
852,24500,27689.0,f-150
853,11000,39851.0,door
854,22400,31727.0,f-150
855,11000,33717.0,door
856,28000,18418.0,f-150
857,13500,39013.0,fusion
858,7300,125451.0,f-150
859,25100,21346.0,f-150
860,6500,103862.0,f-150
861,10500,22001.0,f-150
862,16900,31261.0,fusion
863,6000,140870.0,door
864,28500,14358.0,f-150
865,16200,41672.0,fusion
866,6500,95655.0,f-150
867,16500,36956.0,fusion
868,56500,23223.0,door
869,10400,13085.0,fusion
870,24700,41127.0,f-150
871,12400,32365.0,fusion
872,16600,27774.0,fusion
873,11200,105027.0,door
874,15900,27806.0,fusion
875,7700,54198.0,door
876,15100,30181.0,fusion
877,7200,82670.0,door
878,15600,36305.0,fusion
879,16000,34734.0,fusion
880,7500,186713.0,door
881,5500,116539.0,door
882,28500,96129.0,door
883,15000,128505.0,door
884,39950,9278.0,f-150
885,10000,119869.0,door
886,5700,89490.0,door
887,29000,11669.0,f-150
888,13200,138524.0,door
889,25700,147935.0,door
890,18900,44456.0,doors
891,45500,66366.0,door
892,11000,43532.0,door
893,18288,45218.0,doors
894,20000,85688.0,door
895,36600,58902.0,door
896,18299,59869.0,doors
897,4100,100264.0,door
898,30995,157057.0,door
899,13500,87686.0,door
900,7500,162918.0,door
901,11300,69402.0,door
902,32700,76336.0,door
903,11700,135283.0,door
904,9800,74181.0,door
905,11000,77386.0,door
906,5500,109600.0,door
907,11200,122861.0,door
908,23400,12198.0,f-150
909,22900,15656.0,f-150
910,20000,23984.0,fusion
911,22900,15821.0,f-150
912,20600,17858.0,fusion
913,23500,6711.0,f-150
914,26500,148442.0,door
915,9300,82072.0,door
916,13500,104559.0,door
917,7400,133314.0,door
918,26000,70106.0,door
919,2100,101848.0,door
920,22500,28801.0,door
921,34500,28938.0,f-150
922,7500,93832.0,door
923,34500,25046.0,f-150
924,36000,17301.0,f-150
925,23500,74195.0,door
926,23400,2452.0,fusion
927,14600,36252.0,fusion
928,25500,27136.0,f-150
929,14700,35951.0,fusion
930,33700,35221.0,f-150
931,33400,33808.0,f-150
932,34000,32022.0,f-150
933,17500,34173.0,fusion
934,14100,24272.0,fusion
935,30000,19055.0,f-150
936,16500,34822.0,fusion
937,30600,15422.0,f-150
938,17200,96076.0,door
939,2800,110748.0,door
940,26000,99923.0,door
941,5000,80612.0,door
942,7500,92165.0,door
943,6400,91652.0,door
944,23000,88781.0,door
945,19000,189776.0,door
946,22000,151641.0,door
947,12800,33763.0,door
948,25700,17828.0,f-150
949,28800,21976.0,f-150
950,24200,51589.0,f-150
951,26500,11734.0,f-150
952,31800,26591.0,f-150
953,24500,22906.0,f-150
954,26000,33462.0,f-150
955,21000,32747.0,f-150
956,22500,33717.0,f-150
957,7700,85218.0,door
958,23100,23512.0,f-150
959,9200,57853.0,door
960,11700,23803.0,door
961,6200,90946.0,door
962,5700,99941.0,door
963,4600,141603.0,door
964,5300,143191.0,door
965,14500,71205.0,door
966,12300,38157.0,fusion
967,14800,30325.0,door
968,6800,66655.0,door
969,26300,11739.0,f-150
970,22500,50423.0,door
971,20400,59798.0,door
972,24000,40371.0,door
973,9000,96451.0,door
974,7800,108727.0,door
975,17200,91979.0,f-150
976,9800,147574.0,door
977,7000,104764.0,door
978,22600,14291.0,f-150
979,22900,16725.0,f-150
980,22800,13002.0,f-150
981,22700,18902.0,f-150
982,23000,9732.0,f-150
983,22700,18947.0,f-150
984,23000,8402.0,f-150
985,34400,17450.0,f-150
986,23100,15848.0,f-150
987,23300,10770.0,f-150
988,22600,14587.0,f-150
989,4500,98625.0,door
990,23000,10916.0,f-150
991,8000,107173.0,door
992,9400,43056.0,door
993,23000,10655.0,f-150
994,2800,173601.0,door
995,5200,84338.0,door
996,19200,104290.0,door
997,10100,45592.0,door
998,6200,103960.0,door
999,5000,138516.0,door
1000,9200,49094.0,door
1001,14700,97526.0,door
1002,3000,87420.0,door
1003,30200,67052.0,door
1004,3800,58913.0,door
1005,4900,57084.0,door
1006,11200,97320.0,door
1007,10400,80652.0,door
1008,13200,99816.0,door
1009,5200,115429.0,door
1010,10500,85549.0,door
1011,21200,130168.0,door
1012,23500,80090.0,door
1013,4700,118593.0,door
1014,11100,143704.0,door
1015,22000,53507.0,door
1016,14000,48408.0,door
1017,9200,109672.0,door
1018,21700,114500.0,door
1019,11200,67140.0,door
1020,29000,42291.0,door
1021,19990,23796.0,doors
1022,30999,6249.0,doors
1023,27999,10700.0,doors
1024,29795,7275.0,doors
1025,13995,105115.0,doors
1026,2900,57340.0,door
1027,24549,44941.0,doors
1028,8900,53102.0,door
1029,18500,45814.0,doors
1030,32000,17310.0,f-150
1031,24970,49882.0,doors
1032,13800,38964.0,fusion
1033,2580,102705.0,door
1034,59975,71.0,f-150
1035,28990,15825.0,doors
1036,33800,100255.0,door
1037,59975,174.0,f-150
1038,46999,16956.0,doors
1039,16700,36896.0,fusion
1040,34700,77281.0,door
1041,28900,24795.0,f-150
1042,30800,16771.0,doors
1043,27100,28692.0,f-150
1044,13388,113821.0,door
1045,26000,19793.0,f-150
1046,17900,27940.0,doors
1047,33995,27369.0,doors
1048,39000,8404.0,f-150
1049,26900,31713.0,f-150
1050,21000,6821.0,doors
1051,32000,17867.0,f-150
1052,7300,110253.0,door
1053,24190,4018.0,doors
1054,29100,21054.0,f-150
1055,29000,48309.0,door
1056,17300,68666.0,door
1057,19888,34071.0,doors
1058,31000,13600.0,f-150
1059,37200,44956.0,door
1060,8600,72607.0,door
1061,24857,33815.0,doors
1062,26100,32149.0,f-150
1063,20995,36637.0,doors
1064,29300,17000.0,f-150
1065,33100,15960.0,f-150
1066,13800,40774.0,door
1067,19498,40338.0,doors
1068,14900,40505.0,fusion
1069,8700,30735.0,door
1070,19995,42470.0,doors
1071,14900,40670.0,fusion
1072,19500,41233.0,door
